Id,Exited
165034,0.9572625440711648
165035,0.6079313428187714
165036,0.9087778545064777
165037,0.8734857784881948
165038,0.6886135668109982
165039,0.9647551316669387
165040,0.8244686026022113
165041,0.6743301493027751
165042,0.581598833231542
165043,0.9388986681205265
165044,0.787325285234227
165045,0.9303375721310521
165046,0.9613929915199348
165047,0.6766010319554046
165048,0.5932874295352131
165049,0.8228820925324103
165050,0.857030605864161
165051,0.8362813494126886
165052,0.948020744592465
165053,0.8948022362921417
165054,0.876727222024928
165055,0.7745054986120379
165056,0.8796738555162931
165057,0.9263952594319521
165058,0.589646631469211
165059,0.7914839223084849
165060,0.5461806924971045
165061,0.7269442913855113
165062,0.6757498058765213
165063,0.6909429909027403
165064,0.9070445132061105
165065,0.8435529042826907
165066,0.847003287043107
165067,0.8082522262567288
165068,0.8591402202773457
165069,0.9504482669854232
165070,0.5394078895388643
165071,0.8793492260332108
165072,0.8962479192437283
165073,0.6544857816389528
165074,0.6150396737812575
165075,0.8095209079981021
165076,0.6147829880304041
165077,0.9386579509657771
165078,0.6976210319636565
165079,0.8034287218217102
165080,0.9181238698766689
165081,0.9216810753318923
165082,0.9623299758137076
165083,0.6897991138899165
165084,0.8928201639946511
165085,0.9620567675859393
165086,0.9745083721136985
165087,0.619050088399185
165088,0.908361390417449
165089,0.847298644579153
165090,0.897520609317584
165091,0.9147063014790289
165092,0.8728042235435498
165093,0.7600229642967121
165094,0.9410251578020445
165095,0.6140736143851662
165096,0.8023882565395155
165097,0.8339338051952205
165098,0.9119381378956983
165099,0.9258220980734383
165100,0.5072794532841232
165101,0.9203114237713524
165102,0.8238974104376213
165103,0.9446951183005603
165104,0.8927717998418165
165105,0.6440378291594888
165106,0.6810083858127054
165107,0.7815716216243207
165108,0.9779595032637959
165109,0.6070802406898299
165110,0.9182431223086422
165111,0.8709412614055381
165112,0.7985876109307651
165113,0.9522532220700717
165114,0.9593779209711125
165115,0.8800069777291933
165116,0.7178874916304927
165117,0.9069493970027644
165118,0.8609230338230731
165119,0.8555167731369935
165120,0.8887013508069328
165121,0.7580649673334896
165122,0.5114117134460887
165123,0.8493954972638571
165124,0.6218516392502742
165125,0.9067738687840116
165126,0.910386398229156
165127,0.8766719009448852
165128,0.9142328109474007
165129,0.9307479979559612
165130,0.9593095791281423
165131,0.9615845907704791
165132,0.5124103000928586
165133,0.8759277096710221
165134,0.9341449712328537
165135,0.835027104141217
165136,0.9684302878461436
165137,0.6436383247613222
165138,0.685635748277542
165139,0.5253893314815243
165140,0.8799389162025717
165141,0.9266688195032857
165142,0.9378757082584536
165143,0.9018959309570047
165144,0.6027884514532381
165145,0.5553949854093353
165146,0.785208304954713
165147,0.8680969574847635
165148,0.7850180936414912
165149,0.8032182171024429
165150,0.9758058763760226
165151,0.5388032929707364
165152,0.5033387585577164
165153,0.9500663446403209
165154,0.9458000377148413
165155,0.9125355196436342
165156,0.9310066236963954
165157,0.8559137204164187
165158,0.6881192421111965
165159,0.8908197368585412
165160,0.9305024851647287
165161,0.9550085785953902
165162,0.5449985961581892
165163,0.8758245126334878
165164,0.8728024857096062
165165,0.837836696319943
165166,0.7897027665834359
165167,0.8512824524905473
165168,0.8656102032222595
165169,0.8850561045877636
165170,0.6514569931338694
165171,0.6721715661612286
165172,0.6069044198422415
165173,0.8036923293702005
165174,0.9198387853805137
165175,0.7457990245488986
165176,0.9502471268759096
165177,0.8526520572189052
165178,0.6216866174084438
165179,0.6878318213276708
165180,0.9345095463947736
165181,0.5166993395112074
165182,0.7282314402977594
165183,0.9519153374880769
165184,0.9053254602372878
165185,0.9357333850287056
165186,0.8936663040522739
165187,0.8536080846949077
165188,0.587445685130427
165189,0.8369054263257245
165190,0.9428643285169811
165191,0.8753840315624947
165192,0.8574009071042219
165193,0.882186437961034
165194,0.64342961043486
165195,0.6710916179924208
165196,0.7142887684656634
165197,0.5867157390553571
165198,0.7010982651708378
165199,0.9402017949719801
165200,0.7992965291978747
165201,0.5280062926368627
165202,0.6076292757832769
165203,0.549069481785495
165204,0.6390807323858388
165205,0.9427284566953424
165206,0.8319796574152049
165207,0.7290860056240822
165208,0.9604793355047048
165209,0.705748509180971
165210,0.6559854220150185
165211,0.5876943345009309
165212,0.8999090611674487
165213,0.9825972887531846
165214,0.6299847598586464
165215,0.7568524249044295
165216,0.9060821755516847
